host_city,lyrics,artist,language,country,eurovision_number,year,title,lyrics_english,host_country
Dublin,"""Det er Oplysningen, hallo"" ""Ja, hallo, det er Kaj, ka' jeg snak' med hende den søde?"" ""Hvem er den søde?"" ""Ja, stemmen i mit liv"" (Jeg tænder på dig, og ka' ikk' nå dig for) (Du' så langt fra mig)  Jeg går og føler mig lidt ensom, fordi jeg savner en Jeg kan dele mit liv med, det er ved at være et problem Jeg ringer til dig, men kan ikke få det sagt Når modet det så kommer, så er røret jo lagt på  Klokken er to, jeg har prøvet flere gange Du er ikk' og træffe, svaret er det samme Hvorfor er du borte, når jeg er lige her? Hvorfor er jeg ene? Jeg føler mig så sær  Jeg skyder over målet, hver gang jeg tror, jeg sigter Føler mig så sikker, men kontakten til dig svigter Har det ad helvede til, jeg drikker mig fuld Alt dette for glemme dig og så din stemme  (Jeg tænder på dig, og ka' ikk' nå dig) For (Du' så langt fra mig) Du er stemmen i mit liv (Jeg ringer til dig, bar' jeg ku' se dig) For (Du' så langt fra mig) Ja, du er stemmen i mit liv  Jeg ble' fyret fra mit job, fordi jeg ringed' i arbejdstiden Det ku' ikke stoppe mig, jeg ville hør' dig hele tiden Lige sid'n har min mobilregning vokset Skylder folk penge, og mit liv er lidt kokset  Selvom jeg er artigt opvokset, ka' jeg ikk' la' vær Telefonen er nær, nummeret giver mig ikke besvær Med at huske, for det er bare en, en og otte Har ikk' snakket i dag, bar' jeg ku' nå det  For først var det Molly, så var det Lone, så var det Lis Så var det Mette, så var det Helle, så var det Kis Men hende, jeg ville snakke med, var ikke ved røret Havd' ringet tyve gange, tænkte løbet var kørt  For bar' et enkelt svar kunne redde min dag Men der var ingen lyse håb, intet svar jeg vil ha' Til sidst faldt jeg om, med min telefon i hånden Med drømmen om dig, din stemme i ånden  (Jeg tænder på dig) Yeah (og ka' ikk' nå dig) for (Du' så langt fra mig) Du er stemmen i mit liv (Jeg ringer til dig, bar' jeg ku' se dig) For (Du' så langt fra mig) Ja, du er stemmen i mit liv  Nå men, jeg må tage mig sammen ven Gribe telefonen og så prøve igen Jeg trykked' en, en, otte, ønskede, håbede ""Det er Oplysningen"", og så stod jeg og måbede  ""Hej, det er Kaj, du..."" ""Der er i øjeblikket en kort ventetid på ca. tyve sekunder Ventetiden er gratis"" ""Jeg elsker dig""  (Jeg tænder på dig) Yeah (og ka' ikk' nå dig) for (Du' så langt fra mig) Du er stemmen i mit liv (Jeg ringer til dig, bar' jeg ku' se dig) For (Du' så langt fra mig) Ja, du er stemmen i mit liv  (Jeg tænder på dig)",Kølig Kaj,Danish,Denmark,42,1997,Stemmen i mit liv,"""This is the Telephone Information Service, hello"" ""Yes, hello, this is Kaj, may I talk to that sweet one?"" ""What sweet one?"" ""Well the voice of my life"" (You tun me on and I can't reach you cause) (You're so far from me) I feel lonely because I miss someone To share my life with, it's becoming a problem I call you up, but can't get the words out When I get enough nerve up, well the receiver has been put down It's two o'clock, I've tried several times I can't reach you, the answer remains the same Why are you gone, when I'm right here? Why am I alone? I feel so weird I overshoot the mark, every time I think I am aiming I feel so certain, but the contact between us fails Feel like shit, I get drunk All this to forget you and your voice (You turn me on and I can't reach you) Cause (You're so far from me) You're the voice of my life (I call you up, wish I could see you) Cause (You're so far from me) Yeah, you're the voice of my life I got fired from my job for calling during working hours It couldn't stop me, I had to hear you all the time Ever since then my mobile bill has increased I own people money, and my life is kind of falling apart Even though I'm well raised I can't help myself The phone is near by, the number cause me no trouble To remember, cause it's just one, one and eight Didn't talk to you today, wish I had the time First it was Molly, then it was Lone, then it was Lis Then it was Mette, then it was Helle, then it was Kis But the girl I wanted to talk to wasn't by the phone I called about twenty times, thought I had run out of luck Cause just one single answer could safe my day But there are no bright hopes, not the answer I want In the end I collapsed with the phone in my hand With the dream of you, your voice in spirit (You turn me on) Yeah (and I can't reach you) Cause (You're so far from me) You're the voice of my life (I call you up, wish I could see you) Cause (You're so far from me) Yeah, you're the voice of my life However I must pull myself together, friend Grab my phone and try again I pressed one, one, eight, wishing, hoping ""This is the Telephone Information Service"", and I was baffled ""Hi, it's Kaj, you..."" ""You have called the Telephone Information Service, At he moment there is a brief waiting period for about 20 seconds The waiting period is free"" ""I love you"" (You turn me on and I can't reach you) Cause (You're so far from me) You're the voice of my life (I call you up, wish I could see you) Cause (You're so far from me) Yeah, you're the voice of my life (You turn me on)",Ireland
Dublin,"Souvent on s'fait des tours de manège à l'envers On découvre l'amour, mais sans les belles manières On s'invente des histoires, histoires de s'faire planer On s'maquille la mémoire pour éviter de penser  C'est comme l'eau d'un ruisseau, ça coule sans s'arrêter Tout c'qu'on a trouvé beau, à force s'est cassé Ça fait pas vraiment mal, sauf qu'on se sent à côté Du brillant des étoiles et qu'on ne veut plus donner  Sentiments, sentiments songes utiles Utilisation pour mots d'amour fragiles Sentiments, sentimentales souffrances Légère comme un silence Jeu de larmes pour nuits blanches  Suppositions câlines Oh...  C'est comme l'arme du crime, faut l'empreinte pour prouver Prouver qu'on s'fait du mal ou qu'on se fait du bien Tout c'qu'est moche on l'étale C'qu'était bon plus personne s'en souvient  Et ça fait des souvenirs étrangement précis Des choses qu'on peut écrire ou ranger dans sa vie On ne sait plus vraiment ce qui est faux ou vrai Mais c'qui est important c'est que tout ça, on l'ait fait  Sentiments, sentiments songes utiles Utilisation pour mots d'amour fragiles Sentiments, sentimentales souffrances Légère comme un silence Jeu de larmes pour nuits blanches  Oh, sentiments",Fanny,French,France,42,1997,Sentiments songes,"Often, we ride the roundabout in the wrong direction We discover love, but without the fine manners We  make up stories to get high We mask our memory to avoid all thoughts It's like the water in a river, it flows 	incessantly Everything we had once found beautiful got broken over time It doesn't really hurt, we only feel left out Of the starlight and we don't want to give anymore Feelings, useful dream feelings Suitable for fragile words of love Feelings, sentimental sufferings As light as a hush A game of tears for sleepless nights Affectionate assumptions Oh... It's like the weapon at a crime scene, we need the fingerprint to prove To prove whether we were good or bad to each other We display everything that is ugly Nobody remembers what was good And this creates strangely precise memories Things we can write down or tidy up in our lives We don't really know anymore what is wrong and what is right But what really matters is that we've done all this Feelings, useful dream feelings Suitable for fragile words of love Feelings, sentimental sufferings As light as a hush A game of tears for sleepless nights Oh, feelings",Ireland
Dublin,"Uh... ah... hej... oh... Probudi me Ne trebam poklone ni cvijeće, da započnem dan Ne, meni treba nešto veće, da mi otjera san Ne, ne, ne želim pecivo ni kavu, ni šećer, ni šlag Ja želim samo ljubav pravu, oh, no ko mi je drag  Još samo par minuta, ne tražim previše, molim te Reci mi bezbroj puta od svega najviše volim te  I samo tu, tu, tu, poljubi me Polako, uh uh uh... probudi me Još samo tu, tu, tu, poljubi me Polako, uh uh uh... probudi me  Hey, yeah  Ne trebam voće i kolače, da zasladim dan Ne, meni treba nešto jače, da mi otjera san Još samo par minuta, ne tražim previše, molim te Reci mi bezbroj puta od svega najviše volim te  I samo tu, tu, tu, poljubi me Polako, uh uh uh... probudi me Još samo tu, tu, tu, poljubi me Polako, uh uh uh... probudi me Probudi me  Poljubi me, probudi me, dotakni me, zavedi me Poljubi me, probudi me, poželi me, probudi me  I samo tu, tu, tu, poljubi me Polako, uh uh uh... probudi me Još samo tu, tu, tu, poljubi me Polako, uh uh uh... probudi me  Trebam, trebam te, probudi me",E.N.I.,Croatian,Croatia,42,1997,Probudi me,"Wake me up I don't need any presents or flowers to begin my day No, I need something bigger to chase the dream away No, no, don't need any rolls, no coffee, sugar or cream I just want real love, someone dear to me Oh, just a few more minutes I'm not asking for much, please Tell me over and over again: ""I love you the most"" Chorus: And just, oh, oh, oh Kiss me here And slowly, oh, oh, oh Wake me up And just, oh, oh, oh Kiss me here And slowly, oh, oh, oh Wake me up I don't need any fruit or cakes to sweeten my day No, I need something stronger to chase the dream away Oh, just a few more minutes I'm not asking for much, please Tell me over and over again: ""I love you the most"" Chorus: And just, oh, oh, oh Kiss me here And slowly, oh, oh, oh Wake me up And just, oh, oh, oh Kiss me here And slowly, oh, oh, oh Wake me up (Wake me up) Kiss me now Wake me up Touch me now Seduce me Kiss me now Wake me up Want me now Wake me up Chorus: And just, oh, oh, oh Kiss me here And slowly, oh, oh, oh Wake me up And just, oh, oh, oh Kiss me here And slowly, oh, oh, oh Wake me up Oh, I need you, need you now, wake me up",Ireland
Dublin,"[Verse 1] Love shine a light in every corner of my heart Let the love light carry, let the love light carry Light up the magic in every little part Let our love shine a light in every corner of our hearts  [Verse 2] Love shine a light in every corner of my dream Let the love light carry, let the love light carry Like the mighty river flowing from the stream Let our love shine a light in every comer of our dreams  [Chorus] And we're all gonna shine a light together All shine a light to light the way Brothers and sisters in every little part Let our love shine a light in every corner of our hearts  [Verse 3] Love shine a light in every corner of the world Let the love light carry, let the love light carry Light up the magic for every boy and girl Let our love shine a light in every corner of the world  [Chorus] And we're all gonna shine a light together All shine a light to light the way Brothers and sisters in every little part Let our love shine a light in every corner of our hearts And we're all gonna shine a light together All shine a light to light the way Brothers and sisters in every little part Let our love shine a light in every corner of our hearts  [Outro] Shine a light in every corner of our hearts",Katrina & The Waves,English,United Kingdom,42,1997,Love Shine a Light," Love shine a light in every corner of my heart Let the love light carry, let the love light carry Light up the magic in every little part Let our love shine a light in every corner of our hearts   Love shine a light in every corner of my dream Let the love light carry, let the love light carry Like the mighty river flowing from the stream Let our love shine a light in every comer of our dreams   And we're all gonna shine a light together All shine a light to light the way Brothers and sisters in every little part Let our love shine a light in every corner of our hearts   Love shine a light in every corner of the world Let the love light carry, let the love light carry Light up the magic for every boy and girl Let our love shine a light in every corner of the world   And we're all gonna shine a light together All shine a light to light the way Brothers and sisters in every little part Let our love shine a light in every corner of our hearts And we're all gonna shine a light together All shine a light to light the way Brothers and sisters in every little part Let our love shine a light in every corner of our hearts   Shine a light in every corner of our hearts",Ireland
Dublin,"London, París, Róm - urðu orðin tóm Gekk þann gyllta breiða, blindaður af ást Falskir kunningjar, snerust um mig einan Fékk mér kavíar, núna er allt um seinan  Því ég stíg minn hinsta dans Og ég kveð mitt líf með glans En ég iðrast aldrei neins, iðrast aldrei  Kristals kampavín, perlur postulín Demantar í matinn, ást í eftirrétt Ef ég elsk' í dag, blöðin birta á morgun Fæ mér freyðibað, drekki mínum sorgum  Og ég stíg minn hinsta dans Og þannig kveð mitt líf með glans En samt iðrast ég aldrei neins, iðrast aldrei  Allt sem ég fæ í dag, farið burt á morgun  Svo ég stíg minn hinsta dans Og þannig kveð mitt líf með glans En samt iðrast ég aldrei neins, iðrast aldrei",Paul Oscar,Icelandic,Iceland,42,1997,Minn hinsti dans,"London, Paris, Rome became empty words I walked the wide and golden road, blinded by love False acquaintances, revolved around me alone I had some caviar, it’s all too late now For I take my final dance And bid my life farewell in style Yet I never regret a thing Never regret Crystal champagne, pearls, porcelain Diamonds for dinner, love for dessert If I love today, it will be in the papers tomorrow I take a bubblebath, drown my sorrows And I take my final dance And that’s how I bid my life farewell in style Yet I never regret a thing Never regret All that I get today, has gone away tomorrow So I take my final dance And that’s how I bid my life farewell in style Yet I never regret a thing Never regret",Ireland
Birmingham,"Još jedan dan je prošao Još jednom mjesec došao Tiho k'o neki dragi gost Da mi do jutra bude most Jer tuga vodi me kroz godine I krade san, dok novi ne svane mi dan  Neka mi ne svane Nek' me nema, nek' me ne bude Neka me bez tebe ne probude  Neka mi ne svane Nek' me nema, nek' me ne bude Neka me bez tebe ne probude  Još jedan dan je prošao Još jednom mjesec došao Tiho k'o neki dragi gost Da mi do jutra bude most  Jer tuga vodi me kroz godine I krade san, dok novi ne svane mi dan  Neka mi ne svane Nek' me nema, nek' me ne bude Neka me bez tebe ne probude  Neka mi ne svane Nek' me nema, nek' me ne bude Neka me bez tebe ne probude  Neka me bez tebe ne probude Neka mi ne svane Nek' me nema, nek' me ne bude Neka me bez tebe ne probude Neka me bez tebe ne probude",Danijela,Croatian,Croatia,43,1998,Neka mi ne svane,"One more day has passed Once more the moon appeared on the sky Silently as some dear guest To be my bridge to the morning Because sadness leads me through the years And steals my sleep, until the new day comes for me. May the dawn never come to me May I disappear, may I cease to exist May they never wake me up without you May the dawn never come to me May I disappear, may I cease to exist May they never wake me up without you",United Kingdom
Birmingham,"Mia kryfi evaisthisia chtizei tin eikona sou Me ta logia kai tis skepseis pou echoune to chroma sou Mes ti nychta, mes ti nychta To fengari sou magevei t’ achanes tou ouranou Ki oti sothike archizei mystiko choro sto nou Mes ti nychta, mes ti nychta Mataia, ki apopse stous paradeisous Tis fantasias mou me t’ oneiro tha planitho Oso ki an anastisa to chadi sou S’ ena skotadi sou panta tha xepsycho Mia kryfi evaisthisia sozei mia sou skia Tin psychi san erinya m’ ena fovo kyverna Mes ti nychta, mes ti nychta Mataia, ki apopse stous paradeisous Tis fantasias mou me t’ oneiro tha planitho Oso ki an anastisa to chadi sou S’ ena skotadi sou panta tha xepsycho Oso ki an anastisa to chadi sou S’ ena skotadi sou panta tha xepsycho Mataia",Thalassa,Greek,Greece,43,1998,Mia krifi evesthisia (Μια κρυφή ευαισθησία),"A secret illusion builds your picture With the words and the thoughts which have your colour In the night, in the night The moon makes magic to the sky And what is left begins a secret dance in the mind In the night, in the night Tonight, in vain I am going to walk In the roads of your imagination Even if I wake up from your touch In the darkness of your soul I’m always going to die A secret illusion saves your shadow My soul is ruled by this In the night, in the night Tonight, in vain I am going to walk In the roads of your imagination Even if I wake up from your touch In the darkness of your soul I’m always going to die Even if I wake up from your touch In the darkness of your soul I’m always going to die In vain ",United Kingdom
Birmingham,"Tu n'as pas où aller Tu n'sais même pas où aller Tu n'as pas où aller Tu n'sais même pas où aller  Tu n'as pas où aller Quand tu es bloqué, tes yeux sont fermés Personne peut décider le cours de ta vie Toi seul peut le dessiner  Tu n'es pas le premier L'espoir va t'encourager Si tu penses, tu relances Si tu flanches, tu renonces  Tu n'as pas où aller Tu n'sais même pas où aller Tu n'as pas où aller (Tu n'sais même pas où aller) Non, non  Dans tes manières, t'es bien remonté Mais ton cœur parle T'en baves, tu rames, t'es mal  D'y voir bien clair Tu pourrais trouver le vrai chemin, la foi, la force Qui mènent à la vérité  Tu n'as pas où aller Tu n'sais même pas où aller Tu n'as pas où aller Tu n'sais même pas où aller  Non, tu n'as pas, oh, où aller (Tu n'as pas où aller) (Tu n'sais même pas où aller) (Tu n'as pas où aller) Toi seul peux tout changer (Tu n'sais même pas où aller) Oh non  (Même pas où aller, même pas où aller) (Même pas où aller, même pas où aller) Oh la... (Même pas où aller, même pas où aller) Oh lala... (Même pas où aller, même pas où aller) Oh la...  (Tu n'as pas où aller) Non, tu n'as pas (Tu n'sais même pas où aller) Oh... où aller (Tu n'as pas où aller) Oh... où aller (Tu n'sais même pas où aller) Oh non  (Tu n'as pas où aller) (Tu n'sais même pas où aller) Oh la... où aller (Tu n'as pas où aller) Oh... où aller (Tu n'sais même pas où aller) Oh la...  (Tu n'as pas où aller) (Tu n'sais même pas où aller) La la... (Tu n'as pas où aller) (Tu n'sais même pas où aller)",Marie Line,French,France,43,1998,Où aller,"You've got nowhere to go You don't even know where to go You've got nowhere to go You don't even know where to go You've got nowhere to go When you're numb and your eyes are closed Nobody else can decide over the path of your life You alone can draw it You're not the first one Hope will comfort you If you think about it, you'll give it another try If you get weak, you'll give up You've got nowhere to go You don't even know where to go You've got nowhere to go (You don't even know where to go) No, no In your ways You've well got up again But your heart is speaking out, you've got a hard time You're struggling, you're doing badly Seeing clear You could find The right way, belief, strength Which will lead you to the truth You've got nowhere to go You don't even know where to go You've got nowhere to go You don't even know where to go No, you've got nowhere, o, nowhere to go (You've got nowhere to go) (You don't even know where to go) (You've got nowhere to go) You alone can chang everything (You don't even know where to go) Oh, no (No even anywhere to go, not even anywhere to go) (No even anywhere to go, not even anywhere to go) Oh la... (No even anywhere to go, not even anywhere to go) Oh lala... (No even anywhere to go, not even anywhere to go) Oh la... (You've got nowhere to go) No, you haven't (You don't even know where to go) Oh... where to go (You've got nowhere to go) Oh... where to go (You don't even know where to go) Oh, no (You've got nowhere to go) (You don't even know where to go) Oh la... where to go (You've got nowhere to go) Oh... where to go (You don't even know where to go) Oh la... (You've got nowhere to go) (You don't even know where to go) La la... (You've got nowhere to go) (You don't even know where to go)",United Kingdom
Birmingham,"Eras la niña de mis ojos Eras la reina de mi corazón Eras mi mundo, todo mi rumbo Una vida por delante Tantos sueños para compartir Y en un momento te olvidaste de vivir ¿Qué voy a hacer sin ti Si ya no estás aquí? ¿Cómo puedo entregarte amor? Tantos besos que no te di ¿Qué voy a hacer sin ti Si ya no estás aquí? ¿Qué le digo a mi corazón Que no para de repetir? ¿Qué voy a hacer sin ti? Ahora tienes que marcharte No me quiero separar de ti ¿Si no te tengo para qué quiero vivir? ¿Qué voy a hacer sin ti Si ya no estás aquí? ¿Cómo puedo entregarte amor? Tantos besos que no te di ¿Qué voy a hacer sin ti Si ya no estás aquí? ¿Qué le digo a mi corazón Que no para de repetir? ¿Qué voy a hacer sin ti? ¿Qué voy a hacer sin ti Si ya no estás aquí? ¿Cómo puedo entregarte amor? Tantos besos que no te di ¿Qué voy a hacer sin ti Si ya no estás aquí? ¿Qué le digo a mi corazón Que se cansa de repetir? ¿Qué voy a hacer sin ti?",Mikel Herzog,Spanish,Spain,43,1998,¿Qué voy a hacer sin ti?,"You were the apple of my eye, the queen of my heart my world, my path a life ahead, so many dreams to share, and in one moment, you forgot how to live. What am I gonna do without you if you're not here anymore? How can I give you love so many kisses I didn't give you. What am I gonna do without you if you're not here anymore? whad do I say to my heart that can't stop repeating it all? What am I gonna do without you? Now you have to leave, I don't want to be separated from you If I don't have you, why would I want to live? What am I gonna do without you if you're not here anymore? How can I give you love so many kisses I didn't give you. What am I gonna do without you if you're not here anymore? whad do I say to my heart that can't stop repeating it all? What am I gonna do without you? What am I gonna do without you if you're not here anymore? How can I give you love so many kisses I didn't give you. What am I gonna do without you if you're not here anymore? whad do I say to my heart that can't stop repeating it all? What am I gonna do without you?",United Kingdom
Birmingham,"Cocktails serviert er jeden Abend Verzaubert jede Frau spielt mit seinem Charme Auch du liesst dich von ihm blenden Warst schon nach paar Stunden in seinem Arm Lass ihn endlich gehen, oft liess er dich stehen Es war nur ein Schein, lass ihn endlich sein Wie oft betrog er dich, dachtest, er ändert sich Doch da belügst du dich - sag, tut's nicht weh?  Samstag, freust dich auf den Abend Hast noch viel zu tun bis zum Feierabend Aber die Gedanken schweifen 'rüber Denkst nur noch an ihn, schmeisst die Arbeit Sogar die Stelle hin  Lass ihn endlich gehen, oft liess er dich stehen Es war nur ein Schein, lass ihn endlich sein Wie oft betrog er dich, dachtest, er ändert sich Doch da belügst du dich - sag, tut's nicht weh?  Lass ihn endlich gehen, oft liess er dich stehen Es war nur ein Schein, lass ihn endlich sein Wie oft betrog er dich, dachtest, er ändert sich Doch da belügst du dich - sag, tut's nicht weh?  Sag, tut's nicht weh? Es tut so weh",Gunvor,German,Switzerland,43,1998,Lass ihn,"Let him He serves cocktails every night He wins all women over Using his charm You too let him bedazzle you After a few hours, you were already in his arms Let him go at last He often walked out on you It's only appearance Let him be at last How often he cheated you You thought he would change But you lied to yourself Say, doesn't it hurt? Saturday and you're looking forward for the night to come You still have loads to do before you finish work But you keep thinking about it You can't get him out of your mind You leave work Even abandon your job Let him go at last He often walked out on you It's only appearance Let him be at last How often he cheated you You thought he would change But you lied to yourself Say, doesn't it hurt? Let him go at last He often walked out on you It as only appearance Let him be at last How often he cheated you You thought he would change But you lied to yourself Say, doesn't it hurt? Say, doesn't it hurt? It hurts so much",United Kingdom
Birmingham,"Láska v nás sa stráca, mám strach Ako prežiť bez spoločných snov Túžim sa vrátiť zastaviť čas Veriť smútku, že utečie s tmou Odchádzaš preč a dúfaš, že nájdeš Ten svet, ktorý láka ťa leskom a slávou Vzdávaš sa nás a popieraš lásku Tak choď, bež si rýchlo Bez zbytočných klamstiev a falošných slov Láska kráčam údolím sĺz A len ty môžeš zmierniť môj žiaľ Túžim sa dotknúť tvojich pier, tvojich rúk Prosím vráť sa mi, nevzdaj sa nás Zostal si sám a viem, že sa blíži Ten deň, keď sa vrátiš ja viem ten deň príde Čakám ťa, poď, spolu zažeňme smútok Chcem lásku a vášeň, chcem oddanosť nehu Chcem všetko čo máš Modlitba lásky na veky Modlitba vášne a nehy Modlitba lásky, čo verí Zázraku v nás, zázraku v nás Láska kráčam údolím sĺz A len ty môžeš zmierniť môj žiaľ Túžim sa dotknúť tvojich pier, tvojich rúk Prosím vráť sa mi, nevzdaj sa nás Zostal si sám a viem, že sa blíži Ten deň, keď sa vrátiš ja viem ten deň príde Čakám ťa, poď, spolu zažeňme smútok Chcem lásku a vášeň, chcem oddanosť nehu Chcem všetko čo máš Modlitba lásky na veky Modlitba vášne a nehy Modlitba lásky, čo verí Zázraku v nás, len v nás Zázraku v nás",Katarína Hasprová,Slovak,Slovakia,43,1998,Modlitba,"Love gets lost on us, I am afraid How can we survive without mutual dreams I long to return, to stop time To trust that my sadness will run away with the darkness You leave and hope to find The world that tempts you with its glitter and glory You give up on us and denying love Then go, leave quickly Without unneeded lies and fake words Love, I tread the valley of tears And you are the only one who can ease my sorrow I long to touch your lips, your hands Please come back, do not give up on us You were left alone and I know the day is drawing near When you return, I know that the day will arrive I wait for you, come, let's fight off our sadness together I want love and passion, I want faithfulness and tenderness I want everything you have A prayer of eternal love A prayer of passion and tenderness A prayer of love that believes In the miracle in us, in the miracle in us Love, I tread the valley of tears And you are the only one who can ease my sorrow I long to touch your lips, your hands Please come back, do not give up on us You were left alone and I know the day is drawing near When you return, I know that the day will arrive I wait for you, come, let's fight off our sadness together I want love and passion, I want faithfulness and tenderness I want everything you have A prayer of eternal love A prayer of passion and tenderness A prayer of love that believes In the miracle in us, in the miracle in us",United Kingdom
Birmingham,"Za oknem znowu wstaje dzień Twój oddech budzi mnie Czekam na dźwięk upragnionych słów A słyszę tylko deszcz  Biegnę znów w swoją stronę Lecz coś mi podpowiada, że  Ja wiem i ty to wiesz Mamy to, co najlepsze jest Gdy chcesz zabić gniew To takie proste jest  W milczeniu szukam ciepłych warg Połykam głuche żale Najczulsze chwile porwał wiatr I niesie coraz dalej  Biegnę znów, taka samotna Lecz coś mi podpowiada, że  O... ja wiem i ty to wiesz Mamy to, co najlepsze jest Gdy chcesz zabić gniew To takie proste, obejmij mnie Yoohoo...  To takie proste jest Whoa... yeah...  Ja wiem i ty to wiesz Mamy to, co najlepsze jest Gdy chcesz zabić gniew To takie proste, obejmij mnie  (Mamy to, mamy to, yeah) Ty to wiesz (Mamy to, mamy to, yeah) Co najlepsze jest  (Mamy to, mamy to, yeah) To takie proste, obejmij mnie",Sixteen,Polish,Poland,43,1998,To takie proste,"Outside a new day is dawning Your breath awakens me I’m waiting impatiently for the sound of your voice But all I hear is rain I run away, as far as I’m concerned But I have the intuition, that I know and you know too We’ve got the best that we can get When you want to suppress anger It’s so easy Silently I search for your warm lips Secretly I hold my tears The wind swept up those most tender moments Carrying them further and further away I run away, I’ll lose you But I have the intuition, that Oh… I know and you know too We’ve got the best that we can get When you want to suppress anger It’s easy, embrace me Yoohoo… It’s so easy Whoa… yeah… Oh… I know and you know too We’ve got the best that we can get When you want to suppress anger It’s easy, embrace me (Got the best, got the best, yeah) And you know it too (Got the best, got the best, yeah) That we can get (Got the best, got the best, yeah) It’s easy, embrace me",United Kingdom
Birmingham,"[בית 1] יש אישה גדולה מהחיים יש חושים שיש רק לה יש קסמים ויש ימים קשים ובמה שהיא כולה שלה  [טרום-פזמון] למלאכים דיווה היא אימפריה על הבמה דיווה היא היסטריה היא כולה שיר אהבה  [פזמון] ויוה נריע, ויוה ויקטוריה, אפרודיטה ויוה לדיווה, ויוה ויקטוריה, קליאופטרה  [בית 2] יש נשים, דמעות של החיים הן ישאו תפילה ללא מילים  [טרום-פזמון] למלאכים דיווה היא אימפריה על הבמה דיווה היא היסטריה היא כולה שיר אהבה  [פזמון] ויוה נריע, ויוה ויקטוריה, אפרודיטה ויוה לדיווה, ויוה ויקטוריה, קליאופטרה ויוה נריע, ויוה ויקטוריה, אפרודיטה ויוה לדיווה, ויוה ויקטוריה, קליאופטרה או, או.... ויוה נריע, ויוה ויקטוריה, אפרודיטה ויוה לדיווה, ויוה ויקטוריה, קליאופטרה  ויוה, ויוה ויוה נריע, ויוה ויקטוריה, אפרודיטה ויוה לדיווה, ויוה ויקטוריה, קליאופטרה !ויוה",Dana International,Hebrew,Israel,43,1998,Diva (דיווה),"There is a woman who is bigger than life She has sense nobody else has There are magics and there are though days And a stage which is all hers For the angels Diva is an empire On the stage Diva is a histery She ias all a love song  Diva, we shall shout in joy Diva Victoria Aprodita Viva for Diva Viva Victoria Cleopatra  There are women, tears of life They will carry out a prayer with no words For the angels Diva is an empire On the stage Diva is a histery She is all a love song  Diva, we shall shout in joy Diva Victoria Aprodita Viva for Diva Viva Victoria Cleopatra  Version 2  She is all You ever dream to find On her stage She sings her story Pain and hurt Will steal her heart tonight Like a queen In all her glory  And when she cries Diva is an Angel When she laughs She's a Devil She is all Beauty and love  Viva maria Viva Victoria Aphrodita Viva la diva Viva Victoria Cleopatra  Silent tears Drop from these eyes tonight Tears of prayer For all those aching hearts  And when she cries Diva is an Angel When she laughs She's a Devil She is all Beauty and love (love)  Viva maria Viva Victoria Aphrodita Viva la diva Viva Victoria Cleopatra  Viva maria Viva Victoria Aphrodita Viva la diva Viva Victoria Cleopatra  Diva Diva Diva Diva  Viva maria Viva Victoria Aphrodita Viva la diva Viva Victoria Cleopatra  Viva maria Viva victoria Aphrodita Viva Victoria Diva!",United Kingdom
Birmingham,"Guildo hat euch lieb Und wenn's auch mal Tränen gibt Kommt er rüber und singt für euch Lieder Guildo hat euch lieb Es gab eine Zeit Eine Zeit voller Zärtlichkeit Da wurde Knuddeln und Knutschen und Lieben Immer groß geschrieben  Ich denk gern zurück An die Zeit voll Harmonie und Glück Als ich täglich in ein Poesiealbum schrieb Piep, piep, piep - ich hab dich lieb  Guildo hat euch lieb Und wenn's auch mal Tränen gibt Kommt er rüber und singt für euch Lieder Guildo hat euch lieb (Immer wieder)  In meiner kleinen Welt In der der eine zum and'ren hält Und in der deine Tränen nicht lügen Lernen Träume fliegen  Da wär' ich so gern Wär den Sternen nicht mehr allzu fern Und von dort schick ich Euch meinen Liebesbeweis Nussecken und Himbeereis  Guildo hat euch lieb Und wenn's auch mal Tränen gibt Kommt er rüber und singt für euch Lieder Guildo hat euch lieb (Immer wieder)  Ich denk gern zurück An die Zeit voll Harmonie und Glück Als ich täglich in ein Poesiealbum schrieb Piep, piep, piep - ich hab dich lieb  Guildo hat euch lieb Und wenn's auch mal Tränen gibt Kommt er rüber und singt für euch Lieder Guildo hat euch lieb (Immer wieder, immer wieder)  (Guildo hat uns lieb, immer wieder) Whoa... Guildo hat euch lieb (Immer wieder) (Guildo hat uns lieb, immer wieder) Hey, Guildo hat euch lieb",Guildo Horn feat. Die Orthopädischen Strümpfe,German,Germany,43,1998,Guildo hat euch lieb!,"Guildo loves you! Guildo loves you So even if there are tears He'll come over and sing songs for you Guildo loves you There was once a time, a time of tenderness When Caressing and Cuddling and Loving Were always written with capitals I like to think back On those days full of harmony and luck When I daily wrote in a poetry book: Yoo hoo hoo – I love you Guildo loves you So even if there are tears He'll come over and sing songs for you Guildo loves you (again and again) In my little world, where we all stick together And where tears don't lie Dreams will learn to fly That's where I'd like to be If the stars weren't so far away And from there I'd send you the proof of my love: Nut cookies and raspberry ice cream Guildo loves you So even if there are tears He'll come over and sing songs for you Guildo loves you (again and again) I like to look back On those days full of harmony and luck When I daily wrote in a poetry book: Yoo hoo hoo – I love you Guildo loves you So even if there are tears He'll come over and sing songs for you Guildo loves you (again and again, again and again) (Guildo loves us, again and again) Whoa... Guildo loves you (again and again) (Guildo loves us, again and again) Hey, Guildo loves you",United Kingdom
